0.00001;0
0.0001;0
0.0005;0
0.00075;0
0.001;0
0.0012;0
0.0015;0
0.002;0
0.0025;0
0.003;0
0.004;0
0.005;0
0.0075;0
0.01;0
0.0253;0
0.03;0
0.04;0
0.05;0
0.06;0
0.07;0
0.08;0
0.09;0
0.1;0
0.125;0
0.15;0
0.175;0
0.2;0
0.225;0
0.25;0
0.275;0
0.3;0
0.325;0
0.35;0
0.375;0
0.4;0
0.45;0
0.5;0
0.55;0
0.6;0
0.625;0
0.65;0
0.7;0
0.75;0
0.8;0
0.85;0
0.9;0
0.925;0
0.95;0
0.975;0
1;0
1.01;0
1.02;0
1.03;0
1.04;0
1.05;0
1.06;0
1.07;0
1.08;0
1.09;0
1.1;0
1.11;0
1.12;0
1.13;0
1.14;0
1.15;0
1.175;0
1.2;0
1.225;0
1.25;0
1.3;0
1.35;0
1.4;0
1.45;0
1.5;0
1.59;0
1.68;0
1.77;0
1.86;0
1.94;0
2;0
2.12;0
2.21;0
2.3;0
2.38;0
2.47;0
2.57;0
2.67;0
2.77;0
2.87;0
2.97;0
3;0
3.05;0
3.15;0
3.5;0
3.73;0
4;0
4.75;0
5;0
5.4;0
6;0
6.25;0
6.5;0
6.75;0
7;0
7.15;0
8.1;0
9.1;0
1,00E+01;0
11.5;0
11.9;0
12.9;0
13.75;0
14.4;0
15.1;0
1,60E+01;0
1,70E+01;0
18.5;0.000001494
1,90E+01;0
2,00E+01;0
2,10E+01;0
22.5;0
2,50E+01;0
27.5;0
3,00E+01;0
31.25;0
31.75;0
33.25;0
33.75;0
34.6;0
35.5;0
3,70E+01;0
3,80E+01;0
39.1;0
39.6;0
4,10E+01;0
42.4;0
4,40E+01;0
45.2;0
4,70E+01;0
48.3;0
49.2;0
50.6;0
5,20E+01;0
53.4;0
5,90E+01;0.00000022415
6,10E+01;0
6,50E+01;0
67.5;0
7,20E+01;0
7,60E+01;0
8,00E+01;0
8,20E+01;0
9,00E+01;0.00000012541
1,00E+02;0.00000013493
1,08E+02;0
1,15E+02;0.00000077801
1,19E+02;0
1,22E+02;0.0000015226
1,86E+02;0.0000079362
192.5;0.00000079364
207.5;0.00000081557
2,10E+02;0
2,40E+02;0.0000045256
2,85E+02;0.0000036242
3,05E+02;0.00000062332
5,50E+02;0.000015513
6,70E+02;0.000017961
6,83E+02;0.0000006811
9,50E+02;0.000023814
1,15E+03;0.000020186
1,50E+03;0.00003925
1,55E+03;0.0000065831
1,80E+03;0.000025309
2,20E+03;0.000057505
2,29E+03;0.000014544
2,58E+03;0.000047887
3,00E+03;0.000064067
3,74E+03;0.00012412
3,90E+03;0.000034121
6,00E+03;0.00037849
8,03E+03;0.00040477
9,50E+03;0.00032823
1,30E+04;0.00095628
1,70E+04;0.0012777
2,50E+04;0.0029765
3,00E+04;0.0021046
4,50E+04;0.0072503
5,00E+04;0.0029053
5,20E+04;0.0010835
6,00E+04;0.0046702
7,30E+04;0.0082723
7,50E+04;0.0012922
8,20E+04;0.0045814
8,50E+04;0.002056
1,00E+05;0.009965
1,28E+05;0.020343
1,50E+05;0.01566
2,00E+05;0.035926
2,70E+05;0.048554
3,30E+05;0.037644
4,00E+05;0.042493
4,20E+05;0.011617
4,40E+05;0.01129
4,70E+05;0.016066
5,00E+05;0.015183
5,50E+05;0.024308
5,73E+05;0.010555
6,00E+05;0.01187
6,70E+05;0.029334
6,79E+05;0.0035418
7,50E+05;0.027233
8,20E+05;0.024992
8,61E+05;0.013363
8,75E+05;0.0044549
9,00E+05;0.0082008
9,20E+05;0.0065397
1,01E+06;0.02797
1,10E+06;0.025765
1,20E+06;0.026515
1,25E+06;0.012644
1,32E+06;0.016268
1,36E+06;0.0091111
1,40E+06;0.0098219
1,50E+06;0.021806
1,85E+06;0.068593
2,35E+06;0.077959
2,48E+06;0.015869
3,00E+06;0.054758
4,30E+06;0.078273
4,80E+06;0.016444
6,43E+06;0.028638
8,19E+06;0.014825
1,00E+07;0.0052406
1,28E+07;0.0017743
1,38E+07;0.00014023
1,46E+07;0.000058577
1,57E+07;0.000052787
1,73E+07;0.000011731
2,00E+07;0.000014265
